compatrio,4
lan,4
2011,1
sachèv,1
connu,2
bien,1
bouleve,1
depu,4
débu,1
cr,9
tro,2
an,8
condu,1
repr,2
léconom,3
mondial,2
bord,1
leffond,1
jam,1
dissimul,1
vé,1
grav,4
n,11
conséc,3
pouv,5
avo,2
lemplo,2
pouvo,3
dach,2
sanc,1
30,1
désord,2
plané,1
commerc,1
monn,1
inouï,1
dou,2
plu,9
deuxièm,2
guer,1
termin,1
entraîn,1
tourm,1
pa,5
comm,2
grèc,1
lirland,1
portugal,1
égal,1
aus,2
pu,3
lespagn,1
lital,1
tempê,1
souff,3
s,8
beaucoup,1
dent,2
déjà,2
éprouv,1
d,5
difficil,2
fo,3
enco,2
du,1
m,3
lépreuv,2
inqui,1
env,1
pour,1
r,1
despé,1
dev,6
gard,2
conv,6
laven,1
t,2
difficul,3
insurmon,1
tenu,2
rés,2
réus,1
jusquà,2
conju,1
déclench,1
grâc,4
cou,1
sangfroid,1
preuv,1
3,1
solid,1
institu,1
protec,2
social,4
garan,1
solida,2
réform,3
accompl,1
dern,1
pen,1
no,2
retrai,1
diminu,1
dépen,2
public,2
perm,1
c,26
prê,1
épargn,1
financ,4
économ,3
sag,1
trave,1
épreuv,1
su,1
préserv,3
lessent,1
tien,1
rend,1
homm,1
particul,1
tou,12
travail,4
contribu,2
développ,1
êt,9
courag,1
lucid,1
p,3
mond,3
annonc,1
2012,2
risc,2
possibil,2
espé,1
sav,1
relev,1
dév,3
dang,1
res,1
immobil,1
diffé,1
cho,3
parc,1
op,1
quand,1
décid,3
trop,1
tard,1
ch,6
grand,1
destin,2
peu,2
bascul,1
sor,3
constru,1
modèl,1
crois,2
fa,7
naît,1
nouv,5
europ,1
voilà,1
quelquesun,1
attend,1
v,5
convic,1
quun,1
parten,2
européen,1
fac,2
simpo,1
refu,1
repous,1
igno,1
cinq,1
mo,2
élec,1
présiden,1
éch,1
impor,3
mom,1
venu,1
f,18
dic,1
là,1
do,4
continu,1
ag,3
lhisto,1
décen,1
ven,1
séc,1
mainten,2
prem,1
minist,1
réun,1
18,1
janv,2
prochain,1
forc,2
économic,1
jécou,2
propo,2
chacun,5
av,1
fin,5
prend,2
assum,1
déc,2
enj,1
crucial,1
circons,1
exception,1
doiv,2
mesu,1
devo,2
auc,1
dérob,1
sousestim,1
peuv,1
embal,1
march,3
non,1
er,1
pas,1
lentend,1
politic,1
fond,1
seul,3
faon,1
souverain,1
maîtr,1
lav,1
vo,1
structu,1
plutô,1
réac,1
chaud,1
quajou,1
confusion,1
restau,1
problèm,1
po,1
celu,3
dun,2
train,1
réd,1
gouvern,1
prio,2
compétitiv,2
réindustrial,1
permett,1
emplo,2
suj,4
par,1
domin,1
aut,1
l,1
cô,1
doulou,1
resp,1
bâ,1
lexclusion,1
capac,1
don,1
plac,1
pourquo,2
perdu,1
lobj,1
atten,1
chang,1
regard,1
chôm,2
form,2
devien,1
absolu,1
afin,1
reconstru,1
aven,1
indemn,1
bu,1
person,1
sexoné,1
oblig,1
exclu,1
repo,1
principal,1
facil,1
délocal,1
allég,1
pression,1
financiè,1
concur,1
produ,1
main,1
duv,1
bon,2
cu,1
déb,1
troisièm,1
dérègl,1
choc,1
dau,1
profondém,1
larg,1
lorigin,1
actu,1
particip,1
répa,1
dégâ,1
provoc,1
qu,3
defficac,1
justic,1
moral,1
ta,1
transac,1
uv,1
protég,1
sû,1
jassum,1
jusc,1
bou,1
total,1
lourd,1
responsabil,2
mav,1
nau,1
dag,1
nom,1
lintérê,1
général,1
japp,2
entrepr,1
ac,1
servic,1
redoubl,1
préven,1
besoin,1
j,1
certain,1
chemin,1
quil,3
suiv,1
sold,1
ho,1
fron,1
famil,1
viv,3
lanxi,1
lut,1
lib,1
jad,1
so,1
vu,1
bonheu,1
républic,1
!,2
